0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,213.47533254559468,213.47533254559468,0.0,213.47533254559468
2.0,101.15359653403337,101.15359653403337,0.0,0.0,0.0,0.0,0.0
3.0,227.32239950966803,328.4759960437014,328.4759960437014,627.7847654960866,956.2607615397881,0.0,627.7847654960867
4.0,719.9937670789433,1048.4697631226447,1048.4697631226447,126.47841088056148,1174.9481740032063,0.0,126.47841088056157
5.0,460.97835567278287,1509.4481187954275,1509.4481187954275,806.0859555142963,2315.534074309724,0.0,806.0859555142965
6.0,792.5350632382201,2301.9831820336476,0.0,0.0,0.0,0.0,0.0
7.0,70.53947572457456,2372.522657758222,2372.522657758222,745.8282548044018,3118.3509125626238,0.0,745.8282548044017
8.0,1173.2488235323635,3545.7714812905856,3545.7714812905856,309.41399263350587,3855.1854739240916,0.0,309.41399263350604
9.0,635.8756321290465,4181.647113419632,4181.647113419632,45.80420833949678,4227.451321759128,0.0,45.804208339496654
10.0,649.2285480867329,4830.875661506365,4830.875661506365,176.65760002353267,5007.533261529898,0.0,176.65760002353272
5.5,483.08756615063646,2022.034757050426,1781.7210791936577,305.15285202374764,2086.8739312174052,0.0,305.15285202374764
